128.84.140.215 - 0000001 [05/Oct/2020:10:32:51 -0800] "HEAD /web_assets/flash/runner/Leaderboard1_v04.swf HTTP/1.1" 200 - "http://sourceforge.net/forum/forum.php?forum_id=544686" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) ; .NET CLR 1.1.4322; InfoPath.2)" "128.84.140.215.6087629394390023"
18.187.64.245 - 0000017 [05/Oct/2020:10:32:54 -0800] "GET /web_assets/flash/runner/DJ_01a_Juniper_Leaderboard.swf HTTP/1.1" 200 - "http://www.acme.com/index.php/landing?ac=ostg-cpd" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.1.11) Gecko/20071127 Firefox/2.0.0.11" "18.187.64.245.6087629394390036"
163.49.108.2 - 0000018 [05/Oct/2020:10:32:54 -0800] "GET /web_assets/flash/runner/Ethan_Leaderboard_01_a.swf HTTP/1.1" 304 - "http://www.acme.com/index.php/landing?ac=ostg-cpd" "Mozilla/5.0 (compatible; Ask Jeeves/Teoma; +http://about.ask.com/en/docs/about/webmasters.shtml)" "163.49.108.2.6087629394390033"
147.129.216.148 - 0000019 [05/Oct/2020:10:32:54 -0800] "GET /images/base/frame_g_tr.gif HTTP/1.1" 200 - "http://www.acme.com/themes/acme_com/css/docs.css" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; InfoPath.2; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; .NET CLR 3.0.04506.648)" "147.129.216.148.6087629394390029"
17.98.188.196 - 0000020 [05/Oct/2020:10:32:55 -0800] "GET /web_assets/flash/runner/Imagine_Leaderboard.swf HTTP/1.1" 200 193187 "http://sourceforge.net/project/showfiles.php?group_id=567&package_id=584&release_id=427186" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) ; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; .NET CLR 3.0.04506; .NET CLR 1.1.4322)" "17.98.188.196.6087629394390038"
94.74.85.210 - 0000021 [05/Oct/2020:10:32:55 -0800] "GET /web_assets/flash/runner/Index_IT_Lead_Rev2.swf HTTP/1.1" 200 118415 "http://www.onlamp.com/pub/a/onlamp/2005/06/09/rails_ajax.html" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en-US; rv:1.8.1.11) Gecko/20071127 Firefox/2.0.0.11" "94.74.85.210.6087629394390042"
226.156.182.123 - 0000022 [05/Oct/2020:10:32:55 -0800] "GET /themes/acme_com/img/skins/white/logos/downloads/logo_linux.gif HTTP/1.1" 200 - "http://sourceforge.net/search/?words=asp.net&sort=group_ranking&sortdir=asc&offset=0&type_of_search=soft&pmode=0&form_cat=18" "Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.8.1.11) Gecko/20071127 Firefox/2.0.0.11" "226.156.182.123.6087629394390041"
83.62.73.151 - 0000023 [05/Oct/2020:10:32:55 -0800] "GET /web_assets/flash/runner/Index_IT_Sky_Rev2.swf HTTP/1.1" 200 123884 "http://www.acme.com/index.php/landing?ac=ostg-cpd" "Mozilla/5.0 (Windows; U; Windows NT 6.0; fr; rv:1.8.1.11) Gecko/20071127 Firefox/2.0.0.7;MEGAUPLOAD 1.0" "83.62.73.151.6087629394390039"
134.83.82.56 - 0000024 [05/Oct/2020:10:32:55 -0800] "HEAD /web_assets/flash/runner/Index_IT_Lead_Rev2.swf HTTP/1.1" 200 - "http://books.slashdot.org/article.pl?sid=07/12/05/1420215&from=rss" "Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.1.8) Gecko/20071019 Fedora/2.0.0.8-1.fc7 Firefox/2.0.0.8" "134.83.82.56.6087629394390040"
2.139.113.61 - 0000025 [05/Oct/2020:10:32:55 -0800] "GET /__utm.gif HTTP/1.1" 200 11340 "http://www.acme.com/cave/narc.php" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.2; WOW64; SV1)" "2.139.113.61.6087629394390034"
62.25.75.49 - 0000026 [05/Oct/2020:10:32:56 -0800] "GET /web_assets/flash/runner/Leaderboard2_v04.swf HTTP/1.1" 200 107428 "http://www.acme.com/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; InfoPath.1; .NET CLR 3.0.04506.648)" "62.25.75.49.6087629394390047"
85.35.144.170 - 0000027 [05/Oct/2020:10:32:56 -0800] "GET /web_assets/flash/runner/DJ_01a_Juniper_Skyscraper.swf HTTP/1.1" 200 41686 "http://sourceforge.net/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 1.1.4322; Alexa Toolbar)" "85.35.144.170.6087629394390048"
38.160.25.133 - 0000028 [05/Oct/2020:10:32:56 -0800] "GET /themes/acme_com/scripts/sifr3/sifr.js HTTP/1.1" 200 56317 "http://www.acme.com/index.php/landing?ac=ostg-cpd" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en-US; rv:1.8.1.11) Gecko/20071127 Firefox/2.0.0.11" "38.160.25.133.6087629394390043"
50.84.139.12 - 0000029 [05/Oct/2020:10:32:56 -0800] "GET /web_assets/flash/runner/Ethan_Leaderboard_01_a.swf HTTP/1.1" 200 24659 "-" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en-US; rv:1.8.1.11) Gecko/20071127 Firefox/2.0.0.11" "50.84.139.12.6087629394390046"
12.118.119.103 - 0000030 [05/Oct/2020:10:32:56 -0800] "GET /web_assets/flash/runner/Letterboard_A_1.swf HTTP/1.1" 200 14140 "http://www.linuxquestions.org/questions/linux-from-scratch-13/why-cannot-compute-suffix-of-object-files-350753/" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.1.1) Gecko/20061204 Firefox/2.0.0.2" "12.118.119.103.6087629394390044"
170.90.24.26 - 0000031 [05/Oct/2020:10:32:56 -0800] "GET /web_assets/flash/runner/Ethan_Skyscraper_01.swf HTTP/1.1" 200 38356 "http://slashdot.org/" "Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9a1) Gecko/20070308 Minefield/3.0a1" "170.90.24.26.6087629394390045"
230.196.39.76 - 0000032 [05/Oct/2020:10:32:57 -0800] "HEAD /web_assets/flash/runner/Index_IT_Lead_Rev2.swf HTTP/1.1" 200 - "http://sourceforge.net/project/showfiles.php?group_id=35302" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)" "230.196.39.76.6087629394390049"
9.138.7.154 - 0000033 [05/Oct/2020:10:32:57 -0800] "GET /web_assets/flash/runner/DJ_01a_Juniper_Leaderboard.swf HTTP/1.1" 200 - "http://slashdot.org/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Maxthon; .NET CLR 2.0.50727)" "9.138.7.154.6087629394390051"
219.173.103.102 - 0000034 [05/Oct/2020:10:32:57 -0800] "GET /themes/acme_com/img/skins/white/mantras/mantra_4.gif HTTP/1.1" 200 - "http://sourceforge.net/account/login.php?return_to=%2Fmailarchive%2Fforum.php%3Fforum_id%3D3744%26max_rows%3D25%26style%3Dnested%26viewmonth%3D200106" "Mozilla/5.0 (Windows; U; Windows NT 5.1; de-DE; rv:1.8.1.8) Gecko/20071008 Firefox/2.0.0.8" "219.173.103.102.6087629394390052"
67.173.13.29 - 0000035 [05/Oct/2020:10:32:57 -0800] "GET /web_assets/flash/runner/Leaderboard1_v04.swf HTTP/1.1" 200 185077 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.1.11) Gecko/20071127 Firefox/2.0.0.11" "67.173.13.29.6087629394390050"
26.91.33.181 - 0000036 [05/Oct/2020:10:32:58 -0800] "HEAD /web_assets/flash/runner/Index_IT_Sky_Rev2.swf HTTP/1.1" 200 - "http://sourceforge.net/project/shownotes.php?release_id=516396&group_id=40287" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)" "26.91.33.181.6087629394390053"
104.212.174.13 - 0000037 [05/Oct/2020:10:32:58 -0800] "HEAD /images/saoty/banner.gif HTTP/1.1" 200 - "http://www.linuxquestions.org/questions/programming-9/java-system.exit0-vs.-system.exit1-39993/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)" "104.212.174.13.6087629394390055"
188.238.204.132 - 0000038 [05/Oct/2020:10:32:58 -0800] "HEAD /web_assets/flash/runner/Leaderboard1_v04.swf HTTP/1.1" 200 - "http://sourceforge.net/project/showfiles.php?group_id=65889" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; .NET CLR 3.0.04506.648)" "188.238.204.132.6087629394390057"
216.81.230.44 - 0000039 [05/Oct/2020:10:32:58 -0800] "HEAD /themes/acme_com/scripts/sifr3/sifr.js HTTP/1.1" 200 - "http://sourceforge.net/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; .NET CLR 1.1.4322)" "216.81.230.44.6087629394390054"
147.111.93.59 - 0000040 [05/Oct/2020:10:32:58 -0800] "GET /web_assets/logos/sidebar/logo_netcordia_casestudy_sidebar.png HTTP/1.1" 200 6275 "http://slashdot.org/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; MEGAUPLOAD 2.0)" "147.111.93.59.6087629394390056"
2.139.113.61 - 0000041 [05/Oct/2020:10:32:58 -0800] "GET /cave/kwargs.css HTTP/1.1" 200 9542 "http://www.acme.com/cave/narc.php" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.2; WOW64; SV1)" "2.139.113.61.6087629394390034"
113.205.213.141 - 0000042 [05/Oct/2020:10:32:59 -0800] "GET /web_assets/flash/runner/Letterboard_A_1.swf HTTP/1.1" 304 - "http://sourceforge.net/project/showfiles.php?group_id=78314" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; YPC 3.2.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; Zune 2.0)" "113.205.213.141.6087629394390058"
107.26.234.170 - 0000043 [05/Oct/2020:10:32:59 -0800] "GET /themes/acme_com/scripts/sifr3/sifr-debug.js HTTP/1.1" 200 1418 "http://www.linuxdevcenter.com/linux/cmd/cmd.csp?path=r/rm" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727)" "107.26.234.170.6087629394390059"
23.21.39.63 - 0000044 [05/Oct/2020:10:32:59 -0800] "HEAD /web_assets/flash/runner/Imagine_Skyscraper.swf HTTP/1.1" 200 - "http://www.linuxquestions.org/questions/linux-software-2/yum-error-cannot-find-a-valid-baseurl-for-repo-478600/" "Mozilla/5.0 (Windows; U; Windows NT 5.1; es-ES; rv:1.8.1.11) Gecko/20071127 Firefox/2.0.0.11" "23.21.39.63.6087629394390060"
177.215.188.27 - 0000045 [05/Oct/2020:10:33:00 -0800] "GET / HTTP/1.1" 200 - "http://sourceforge.net/project/showfiles.php?group_id=33291" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)" "177.215.188.27.6087629394390062"
177.215.188.27 - 0000046 [05/Oct/2020:10:33:00 -0800] "GET /web_assets/images/products/contentModule/blank.gif HTTP/1.1" 200 49 "http://www.acme.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)" "177.215.188.27.6087629394390062"
55.99.23.13 - 0000047 [05/Oct/2020:10:33:00 -0800] "GET /web_assets/flash/runner/Index_IT_Lead_Rev2.swf HTTP/1.1" 200 - "http://www.acme.com/index.php/landing?ac=ostg-cpd" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; .NET CLR 3.0.04506)" "55.99.23.13.6087629394390064"
161.177.230.68 - 0000048 [05/Oct/2020:10:33:00 -0800] "HEAD / HTTP/1.1" 200 - "http://sourceforge.net/projects/jrisk/" "Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.1.3) Gecko/20060201 Firefox/2.0.0.3 (MEPIS)" "161.177.230.68.6087629394390063"
99.177.236.36 - 0000049 [05/Oct/2020:10:33:00 -0800] "GET /web_assets/flash/runner/Leaderboard2_v04.swf HTTP/1.1" 200 107428 "http://www.acme.com/index.php/landing?ac=ostg-cpd" "Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.1.6) Gecko/20071008 Ubuntu/7.10 (gutsy) Firefox/2.0.0.6" "99.177.236.36.6087629394390061"
177.215.188.27 - 0000050 [05/Oct/2020:10:33:00 -0800] "GET /img/bg_grid.gif HTTP/1.1" 200 - "http://www.acme.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)" "177.215.188.27.6087629394390062"
177.215.188.27 - 0000051 [05/Oct/2020:10:33:00 -0800] "GET /themes/acme_com/scripts/sifr3/+sfgRmluamFuX1R5cGU9amF2YV9zY3JpcHQmRmluamFuX0xhbmc9dGV4dC9qYXZhc2NyaXB0+/sifr.js HTTP/1.1" 200 9643 "http://www.acme.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)" "177.215.188.27.6087629394390062"
177.215.188.27 - 0000052 [05/Oct/2020:10:33:00 -0800] "GET /themes/acme_com/scripts/js/+sfgRmluamFuX1R5cGU9amF2YV9zY3JpcHQmRmluamFuX0xhbmc9dGV4dC9qYXZhc2NyaXB0+/flash_tml_min.js HTTP/1.1" 200 9649 "http://www.acme.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)" "177.215.188.27.6087629394390062"
154.218.225.76 - 0000053 [05/Oct/2020:10:33:01 -0800] "GET /etc/prototype.js HTTP/1.1" 200 47603 "http://slashdot.org/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; DigExt; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30)" "154.218.225.76.6087629394390068"
42.129.88.173 - 0000054 [05/Oct/2020:10:33:01 -0800] "GET /themes/acme_com/img/skins/white/logos/downloads/logo_freebsd.gif HTTP/1.1" 200 910 "http://www.linuxquestions.org/questions/linux-wireless-networking-41/intel-3945-wireless-adaptor-setting-monitor-mode-450014/" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en-us) AppleWebKit/523.10.3 (KHTML, like Gecko) Version/3.0.4 Safari/523.10" "42.129.88.173.6087629394390067"
212.40.50.46 - 0000055 [05/Oct/2020:10:33:01 -0800] "HEAD /etc/prototype.js HTTP/1.1" 200 - "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; pl; rv:1.8.1.11) Gecko/20071127 Firefox/2.0.0.11" "212.40.50.46.6087629394390065"
134.40.222.95 - 0000056 [05/Oct/2020:10:33:01 -0800] "GET /web_assets/flash/runner/Ethan_Skyscraper_01.swf HTTP/1.1" 200 - "http://www.acme.com/index.php/landing?ac=ostg-cpd" "Mozilla/5.0 (X11; U; Linux i686 (x86_64); en-US; rv:1.8.1.11) Gecko/20071127 Firefox/2.0.0.11" "134.40.222.95.6087629394390066"
177.215.188.27 - 0000057 [05/Oct/2020:10:33:01 -0800] "GET /etc/+sfgRmluamFuX1R5cGU9amF2YV9zY3JpcHQmRmluamFuX0xhbmc9dGV4dC9qYXZhc2NyaXB0+/prototype.js HTTP/1.1" 200 9620 "http://www.acme.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)" "177.215.188.27.6087629394390062"
177.215.188.27 - 0000058 [05/Oct/2020:10:33:01 -0800] "GET /themes/acme_com/scripts/js/+sfgRmluamFuX1R5cGU9amF2YV9zY3JpcHQmRmluamFuX0xhbmc9dGV4dC9qYXZhc2NyaXB0+/flash_detect_min.js HTTP/1.1" 200 - "http://www.acme.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)" "177.215.188.27.6087629394390062"
177.215.188.27 - 0000059 [05/Oct/2020:10:33:01 -0800] "GET /img/skins/white/num_04.gif HTTP/1.1" 200 9553 "http://www.acme.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)" "177.215.188.27.6087629394390062"
177.215.188.27 - 0000060 [05/Oct/2020:10:33:01 -0800] "GET /images/bullet_image.gif HTTP/1.1" 200 60 "http://www.acme.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)" "177.215.188.27.6087629394390062"
177.215.188.27 - 0000061 [05/Oct/2020:10:33:01 -0800] "GET /themes/acme_com/img/skins/white/store/step1.gif HTTP/1.1" 200 3187 "http://www.acme.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)" "177.215.188.27.6087629394390062"
177.215.188.27 - 0000062 [05/Oct/2020:10:33:01 -0800] "GET /img/skins/white/num_03.gif HTTP/1.1" 200 9553 "http://www.acme.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)" "177.215.188.27.6087629394390062"
177.215.188.27 - 0000063 [05/Oct/2020:10:33:01 -0800] "GET /themes/acme_com/scripts/js/+sfgRmluamFuX1R5cGU9amF2YV9zY3JpcHQmRmluamFuX0xhbmc9dGV4dC9qYXZhc2NyaXB0+/default_text.js HTTP/1.1" 200 9648 "http://www.acme.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)" "177.215.188.27.6087629394390062"
5.36.38.134 - 0000064 [05/Oct/2020:10:33:02 -0800] "HEAD /web_assets/flash/runner/DJ_01a_Juniper_Leaderboard.swf HTTP/1.1" 200 - "http://sourceforge.net/projects/ext2fsx/)" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)" "5.36.38.134.6087629394390070"
115.105.58.135 - 0000065 [05/Oct/2020:10:33:02 -0800] "GET /web_assets/flash/runner/Letterboard_A_1.swf HTTP/1.1" 200 14140 "http://slashdot.org/article.pl?sid=07/12/01/1648206&from=rss" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; .NET CLR 3.0.04506)" "115.105.58.135.6087629394390074"
208.184.29.41 - 0000066 [05/Oct/2020:10:33:02 -0800] "GET /web_assets/flash/runner/Imagine_Skyscraper.swf HTTP/1.1" 200 204953 "http://www.acme.com/index.php/landing?ac=ostg-cpd" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.1.11) Gecko/20071127 Firefox/2.0.0.11" "208.184.29.41.6087629394390072"
98.155.24.202 - 0000067 [05/Oct/2020:10:33:02 -0800] "GET /web_assets/flash/runner/Leaderboard1_v04.swf HTTP/1.1" 200 185077 "http://sourceforge.net/project/screenshots.php?group_id=146038" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.1.11) Gecko/20071127 Firefox/2.0.0.11" "98.155.24.202.6087629394390071"
64.64.234.195 - 0000068 [05/Oct/2020:10:33:02 -0800] "HEAD /index.php/landing HTTP/1.1" 200 - "http://sourceforge.net/projects/eje/" "Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.8.1.11) Gecko/20071127 Firefox/2.0.0.11" "64.64.234.195.6087629394390073"
71.133.168.81 - 0000069 [05/Oct/2020:10:33:02 -0800] "GET /web_assets/flash/runner/DJ_01a_Juniper_Leaderboard.swf HTTP/1.1" 200 38492 "http://slashdot.org/" "Opera/9.20 (Windows NT 5.1; U; en)" "71.133.168.81.6087629394390069"
177.215.188.27 - 0000070 [05/Oct/2020:10:33:02 -0800] "GET /web_assets/images/products/contentModule/scale_IT.png HTTP/1.1" 200 5344 "http://www.acme.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)" "177.215.188.27.6087629394390062"
177.215.188.27 - 0000071 [05/Oct/2020:10:33:02 -0800] "GET /themes/acme_com/img/icon_checkbox.gif HTTP/1.1" 200 303 "http://www.acme.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)" "177.215.188.27.6087629394390062"
177.215.188.27 - 0000072 [05/Oct/2020:10:33:02 -0800] "GET /img/skins/white/mantras/mantra_4.gif HTTP/1.1" 200 9563 "http://www.acme.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)" "177.215.188.27.6087629394390062"
177.215.188.27 - 0000073 [05/Oct/2020:10:33:02 -0800] "GET /themes/acme_com/img/screenshots/btn_close_hi.gif HTTP/1.1" 200 74 "http://www.acme.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)" "177.215.188.27.6087629394390062"
177.215.188.27 - 0000074 [05/Oct/2020:10:33:02 -0800] "GET /themes/acme_com/img/docs/bg_header_help.gif HTTP/1.1" 200 1652 "http://www.acme.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)" "177.215.188.27.6087629394390062"
177.215.188.27 - 0000075 [05/Oct/2020:10:33:02 -0800] "GET /themes/acme_com/scripts/sifr3/+sfgRmluamFuX1R5cGU9amF2YV9zY3JpcHQmRmluamFuX0xhbmc9dGV4dC9qYXZhc2NyaXB0+/sifr-debug.js HTTP/1.1" 200 9649 "http://www.acme.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)" "177.215.188.27.6087629394390062"
